,Unnamed: 0,city.cityName,city.confirmedCount,city.suspectedCount,city.curedCount,city.deadCount,provinceName,provinceShortName,confirmedCount,suspectedCount,curedCount,deadCount,comment
0,0,武汉,618,0,40,45,湖北省,湖北,1058,0,42,52,
1,1,黄冈,122,0,2,2,湖北省,湖北,1058,0,42,52,
2,2,孝感,55,0,0,0,湖北省,湖北,1058,0,42,52,
3,3,咸宁,43,0,0,0,湖北省,湖北,1058,0,42,52,
4,4,荆门,38,0,0,1,湖北省,湖北,1058,0,42,52,
5,5,随州,36,0,0,0,湖北省,湖北,1058,0,42,52,
6,6,荆州,33,0,0,2,湖北省,湖北,1058,0,42,52,
7,7,黄石,31,0,0,1,湖北省,湖北,1058,0,42,52,
8,8,宜昌,20,0,0,1,湖北省,湖北,1058,0,42,52,
9,9,十堰,20,0,0,0,湖北省,湖北,1058,0,42,52,
10,10,恩施州,17,0,0,0,湖北省,湖北,1058,0,42,52,
11,11,仙桃,11,0,0,0,湖北省,湖北,1058,0,42,52,
12,12,襄阳,8,0,0,0,湖北省,湖北,1058,0,42,52,
13,13,天门,5,0,0,0,湖北省,湖北,1058,0,42,52,
14,14,鄂州,1,0,0,0,湖北省,湖北,1058,0,42,52,
15,15,杭州,27,0,0,0,浙江省,浙江,104,0,1,0,
16,16,台州,21,0,0,0,浙江省,浙江,104,0,1,0,
17,17,温州,18,0,1,0,浙江省,浙江,104,0,1,0,
18,18,宁波,13,0,0,0,浙江省,浙江,104,0,1,0,
19,19,嘉兴,8,0,0,0,浙江省,浙江,104,0,1,0,
20,20,绍兴,5,0,0,0,浙江省,浙江,104,0,1,0,
21,21,金华,3,0,0,0,浙江省,浙江,104,0,1,0,
22,22,衢州,3,0,0,0,浙江省,浙江,104,0,1,0,
23,23,丽水,3,0,0,0,浙江省,浙江,104,0,1,0,
24,24,舟山,2,0,0,0,浙江省,浙江,104,0,1,0,
25,25,湖州,1,0,0,0,浙江省,浙江,104,0,1,0,
26,26,深圳,27,0,2,0,广东省,广东,98,0,2,0,
27,27,广州,14,0,0,0,广东省,广东,98,0,2,0,
28,28,佛山,10,0,0,0,广东省,广东,98,0,2,0,
29,29,珠海,10,0,0,0,广东省,广东,98,0,2,0,
30,30,惠州,8,0,0,0,广东省,广东,98,0,2,0,
31,31,阳江,6,0,0,0,广东省,广东,98,0,2,0,
32,32,湛江,4,0,0,0,广东省,广东,98,0,2,0,
33,33,肇庆,4,0,0,0,广东省,广东,98,0,2,0,
34,34,韶关,3,0,0,0,广东省,广东,98,0,2,0,
35,35,清远,3,0,0,0,广东省,广东,98,0,2,0,
36,36,揭阳,3,0,0,0,广东省,广东,98,0,2,0,
37,37,中山,2,0,0,0,广东省,广东,98,0,2,0,
38,38,东莞,2,0,0,0,广东省,广东,98,0,2,0,
39,39,汕头,2,0,0,0,广东省,广东,98,0,2,0,
40,40,信阳,22,0,0,0,河南省,河南,83,0,0,1,
41,41,郑州,20,0,0,0,河南省,河南,83,0,0,1,
42,42,南阳,15,0,0,1,河南省,河南,83,0,0,1,
43,43,驻马店,7,0,0,0,河南省,河南,83,0,0,1,
44,44,周口,5,0,0,0,河南省,河南,83,0,0,1,
45,45,新乡,3,0,0,0,河南省,河南,83,0,0,1,
46,46,安阳市,3,0,0,0,河南省,河南,83,0,0,1,
47,47,漯河市,3,0,0,0,河南省,河南,83,0,0,1,
48,48,三门峡,2,0,0,0,河南省,河南,83,0,0,1,
49,49,平顶山,2,0,0,0,河南省,河南,83,0,0,1,
50,50,洛阳,1,0,0,0,河南省,河南,83,0,0,1,
51,51,万州区,13,0,0,0,重庆市,重庆,75,0,0,0,
52,52,长寿区,5,0,0,0,重庆市,重庆,75,0,0,0,
53,53,忠县,5,0,0,0,重庆市,重庆,75,0,0,0,
54,54,大渡口区,4,0,0,0,重庆市,重庆,75,0,0,0,
55,55,渝北区,4,0,0,0,重庆市,重庆,75,0,0,0,
56,56,开州区,4,0,0,0,重庆市,重庆,75,0,0,0,
57,57,云阳县,4,0,0,0,重庆市,重庆,75,0,0,0,
58,58,九龙坡区,3,0,0,0,重庆市,重庆,75,0,0,0,
59,59,永川区,3,0,0,0,重庆市,重庆,75,0,0,0,
60,60,奉节县,3,0,0,0,重庆市,重庆,75,0,0,0,
61,61,巫山县,3,0,0,0,重庆市,重庆,75,0,0,0,
62,62,巫溪县,3,0,0,0,重庆市,重庆,75,0,0,0,
63,63,两江新区,3,0,0,0,重庆市,重庆,75,0,0,0,
64,64,石柱县,3,0,0,0,重庆市,重庆,75,0,0,0,
65,65,江北区,2,0,0,0,重庆市,重庆,75,0,0,0,
66,66,垫江县,2,0,0,0,重庆市,重庆,75,0,0,0,
67,67,合川区,2,0,0,0,重庆市,重庆,75,0,0,0,
68,68,璧山区,2,0,0,0,重庆市,重庆,75,0,0,0,
69,69,铜梁区,1,0,0,0,重庆市,重庆,75,0,0,0,
70,70,大足区,1,0,0,0,重庆市,重庆,75,0,0,0,
71,71,涪陵区,1,0,0,0,重庆市,重庆,75,0,0,0,
72,72,秀山县,1,0,0,0,重庆市,重庆,75,0,0,0,
73,73,梁平区,1,0,0,0,重庆市,重庆,75,0,0,0,
74,74,城口县,1,0,0,0,重庆市,重庆,75,0,0,0,
75,75,丰都县,1,0,0,0,重庆市,重庆,75,0,0,0,
76,76,长沙,18,0,0,0,湖南省,湖南,69,0,0,0,
77,77,怀化,8,0,0,0,湖南省,湖南,69,0,0,0,
78,78,常德,7,0,0,0,湖南省,湖南,69,0,0,0,
79,79,岳阳,6,0,0,0,湖南省,湖南,69,0,0,0,
80,80,娄底,5,0,0,0,湖南省,湖南,69,0,0,0,
81,81,永州,4,0,0,0,湖南省,湖南,69,0,0,0,
82,82,益阳,4,0,0,0,湖南省,湖南,69,0,0,0,
83,83,株洲,3,0,0,0,湖南省,湖南,69,0,0,0,
84,84,湘潭,3,0,0,0,湖南省,湖南,69,0,0,0,
85,85,郴州,3,0,0,0,湖南省,湖南,69,0,0,0,
86,86,衡阳,3,0,0,0,湖南省,湖南,69,0,0,0,
87,87,湘西自治州,3,0,0,0,湖南省,湖南,69,0,0,0,
88,88,邵阳,2,0,0,0,湖南省,湖南,69,0,0,0,
89,89,合肥,13,0,0,0,安徽省,安徽,60,0,0,0,
90,90,阜阳,10,0,0,0,安徽省,安徽,60,0,0,0,
91,91,马鞍山,7,0,0,0,安徽省,安徽,60,0,0,0,
92,92,亳州,6,0,0,0,安徽省,安徽,60,0,0,0,
93,93,安庆,5,0,0,0,安徽省,安徽,60,0,0,0,
94,94,六安,3,0,0,0,安徽省,安徽,60,0,0,0,
95,95,铜陵,3,0,0,0,安徽省,安徽,60,0,0,0,
96,96,芜湖,3,0,0,0,安徽省,安徽,60,0,0,0,
97,97,滁州,2,0,0,0,安徽省,安徽,60,0,0,0,
98,98,宿州,2,0,0,0,安徽省,安徽,60,0,0,0,
99,99,池州,1,0,0,0,安徽省,安徽,60,0,0,0,
100,100,蚌埠,1,0,0,0,安徽省,安徽,60,0,0,0,
101,101,宣城,1,0,0,0,安徽省,安徽,60,0,0,0,
102,102,淮北,1,0,0,0,安徽省,安徽,60,0,0,0,
103,103,淮南,1,0,0,0,安徽省,安徽,60,0,0,0,
104,104,黄山,1,0,0,0,安徽省,安徽,60,0,0,0,
105,105,海淀,13,0,0,0,北京市,北京,54,0,2,0,
106,106,外地来京人员,11,0,0,0,北京市,北京,54,0,2,0,
107,107,朝阳,8,0,0,0,北京市,北京,54,0,2,0,
108,108,西城,5,0,0,0,北京市,北京,54,0,2,0,
109,109,昌平,5,0,0,0,北京市,北京,54,0,2,0,
110,110,通州,4,0,0,0,北京市,北京,54,0,2,0,
111,111,丰台,3,0,0,0,北京市,北京,54,0,2,0,
112,112,大兴,2,0,2,0,北京市,北京,54,0,2,0,
113,113,石景山,1,0,0,0,北京市,北京,54,0,2,0,
114,114,顺义,1,0,0,0,北京市,北京,54,0,2,0,
115,115,东城,1,0,0,0,北京市,北京,54,0,2,0,
116,116,青岛,8,0,0,0,山东省,山东,46,0,0,0,
117,117,临沂,7,0,0,0,山东省,山东,46,0,0,0,
118,118,济宁,5,0,0,0,山东省,山东,46,0,0,0,
119,119,济南,5,0,0,0,山东省,山东,46,0,0,0,
120,120,威海,4,0,0,0,山东省,山东,46,0,0,0,
121,121,日照,4,0,0,0,山东省,山东,46,0,0,0,
122,122,德州,3,0,0,0,山东省,山东,46,0,0,0,
123,123,滨州,3,0,0,0,山东省,山东,46,0,0,0,
124,124,潍坊,2,0,0,0,山东省,山东,46,0,0,0,
125,125,烟台,2,0,0,0,山东省,山东,46,0,0,0,
