,Unnamed: 0,city.cityName,city.confirmedCount,city.suspectedCount,city.curedCount,city.deadCount,provinceName,provinceShortName,confirmedCount,suspectedCount,curedCount,deadCount,comment
0,0,武汉,2261,0,54,129,湖北省,湖北,4586,0,90,162,待明确地区：治愈 30
1,1,黄冈,496,0,5,12,湖北省,湖北,4586,0,90,162,待明确地区：治愈 30
2,2,孝感,399,0,0,6,湖北省,湖北,4586,0,90,162,待明确地区：治愈 30
3,3,荆门,191,0,0,4,湖北省,湖北,4586,0,90,162,待明确地区：治愈 30
4,4,襄阳,163,0,0,0,湖北省,湖北,4586,0,90,162,待明确地区：治愈 30
5,5,荆州,151,0,1,3,湖北省,湖北,4586,0,90,162,待明确地区：治愈 30
6,6,随州,143,0,0,0,湖北省,湖北,4586,0,90,162,待明确地区：治愈 30
7,7,咸宁,130,0,0,0,湖北省,湖北,4586,0,90,162,待明确地区：治愈 30
8,8,鄂州,123,0,0,2,湖北省,湖北,4586,0,90,162,待明确地区：治愈 30
9,9,十堰,119,0,0,0,湖北省,湖北,4586,0,90,162,待明确地区：治愈 30
10,10,宜昌,117,0,0,1,湖北省,湖北,4586,0,90,162,待明确地区：治愈 30
11,11,黄石,113,0,0,1,湖北省,湖北,4586,0,90,162,待明确地区：治愈 30
12,12,恩施州,66,0,0,0,湖北省,湖北,4586,0,90,162,待明确地区：治愈 30
13,13,仙桃,55,0,0,0,湖北省,湖北,4586,0,90,162,待明确地区：治愈 30
14,14,天门,44,0,0,3,湖北省,湖北,4586,0,90,162,待明确地区：治愈 30
15,15,潜江,10,0,0,1,湖北省,湖北,4586,0,90,162,待明确地区：治愈 30
16,16,神农架林区,5,0,0,0,湖北省,湖北,4586,0,90,162,待明确地区：治愈 30
17,17,温州,172,0,3,0,浙江省,浙江,428,0,4,0,
18,18,杭州,69,0,0,0,浙江省,浙江,428,0,4,0,
19,19,台州,64,0,0,0,浙江省,浙江,428,0,4,0,
20,20,宁波,41,0,0,0,浙江省,浙江,428,0,4,0,
21,21,金华,20,0,0,0,浙江省,浙江,428,0,4,0,
22,22,绍兴,19,0,0,0,浙江省,浙江,428,0,4,0,
23,23,嘉兴,16,0,0,0,浙江省,浙江,428,0,4,0,
24,24,衢州,10,0,0,0,浙江省,浙江,428,0,4,0,
25,25,舟山,6,0,0,0,浙江省,浙江,428,0,4,0,
26,26,丽水,6,0,1,0,浙江省,浙江,428,0,4,0,
27,27,湖州,5,0,0,0,浙江省,浙江,428,0,4,0,
28,28,深圳,98,0,4,0,广东省,广东,354,0,10,0,待明确地区治愈 2 例
29,29,广州,94,0,3,0,广东省,广东,354,0,10,0,待明确地区治愈 2 例
30,30,珠海,26,0,0,0,广东省,广东,354,0,10,0,待明确地区治愈 2 例
31,31,佛山,25,0,0,0,广东省,广东,354,0,10,0,待明确地区治愈 2 例
32,32,中山,18,0,0,0,广东省,广东,354,0,10,0,待明确地区治愈 2 例
33,33,惠州,17,0,1,0,广东省,广东,354,0,10,0,待明确地区治愈 2 例
34,34,汕头,12,0,0,0,广东省,广东,354,0,10,0,待明确地区治愈 2 例
35,35,湛江,11,0,0,0,广东省,广东,354,0,10,0,待明确地区治愈 2 例
36,36,东莞,11,0,0,0,广东省,广东,354,0,10,0,待明确地区治愈 2 例
37,37,阳江,10,0,0,0,广东省,广东,354,0,10,0,待明确地区治愈 2 例
38,38,清远,6,0,0,0,广东省,广东,354,0,10,0,待明确地区治愈 2 例
39,39,揭阳,6,0,0,0,广东省,广东,354,0,10,0,待明确地区治愈 2 例
40,40,肇庆,5,0,0,0,广东省,广东,354,0,10,0,待明确地区治愈 2 例
41,41,梅州,5,0,0,0,广东省,广东,354,0,10,0,待明确地区治愈 2 例
42,42,韶关,4,0,0,0,广东省,广东,354,0,10,0,待明确地区治愈 2 例
43,43,茂名,3,0,0,0,广东省,广东,354,0,10,0,待明确地区治愈 2 例
44,44,汕尾,1,0,0,0,广东省,广东,354,0,10,0,待明确地区治愈 2 例
45,45,河源,1,0,0,0,广东省,广东,354,0,10,0,待明确地区治愈 2 例
46,46,江门,1,0,0,0,广东省,广东,354,0,10,0,待明确地区治愈 2 例
47,47,南阳,51,0,0,2,河南省,河南,278,0,2,2,待明确地区：治愈 2
48,48,郑州,46,0,0,0,河南省,河南,278,0,2,2,待明确地区：治愈 2
49,49,信阳,42,0,0,0,河南省,河南,278,0,2,2,待明确地区：治愈 2
50,50,周口,25,0,0,0,河南省,河南,278,0,2,2,待明确地区：治愈 2
51,51,驻马店,25,0,0,0,河南省,河南,278,0,2,2,待明确地区：治愈 2
52,52,商丘,18,0,0,0,河南省,河南,278,0,2,2,待明确地区：治愈 2
53,53,安阳市,16,0,0,0,河南省,河南,278,0,2,2,待明确地区：治愈 2
54,54,新乡,11,0,0,0,河南省,河南,278,0,2,2,待明确地区：治愈 2
55,55,漯河市,11,0,0,0,河南省,河南,278,0,2,2,待明确地区：治愈 2
56,56,平顶山,8,0,0,0,河南省,河南,278,0,2,2,待明确地区：治愈 2
57,57,鹤壁,6,0,0,0,河南省,河南,278,0,2,2,待明确地区：治愈 2
58,58,三门峡,5,0,0,0,河南省,河南,278,0,2,2,待明确地区：治愈 2
59,59,开封,4,0,0,0,河南省,河南,278,0,2,2,待明确地区：治愈 2
60,60,许昌,3,0,0,0,河南省,河南,278,0,2,2,待明确地区：治愈 2
61,61,洛阳,2,0,0,0,河南省,河南,278,0,2,2,待明确地区：治愈 2
62,62,焦作,2,0,0,0,河南省,河南,278,0,2,2,待明确地区：治愈 2
63,63,濮阳,1,0,0,0,河南省,河南,278,0,2,2,待明确地区：治愈 2
64,64,滑县,1,0,0,0,河南省,河南,278,0,2,2,待明确地区：治愈 2
65,65,长垣县,1,0,0,0,河南省,河南,278,0,2,2,待明确地区：治愈 2
66,66,长沙,57,0,1,0,湖南省,湖南,277,0,2,0,
67,67,常德,30,0,0,0,湖南省,湖南,277,0,2,0,
68,68,岳阳,29,0,0,0,湖南省,湖南,277,0,2,0,
69,69,邵阳,29,0,0,0,湖南省,湖南,277,0,2,0,
70,70,怀化,23,0,0,0,湖南省,湖南,277,0,2,0,
71,71,衡阳,20,0,0,0,湖南省,湖南,277,0,2,0,
72,72,株洲,18,0,0,0,湖南省,湖南,277,0,2,0,
73,73,益阳,17,0,0,0,湖南省,湖南,277,0,2,0,
74,74,娄底,16,0,0,0,湖南省,湖南,277,0,2,0,
75,75,永州,14,0,0,0,湖南省,湖南,277,0,2,0,
76,76,郴州,10,0,1,0,湖南省,湖南,277,0,2,0,
77,77,湘潭,9,0,0,0,湖南省,湖南,277,0,2,0,
78,78,湘西自治州,4,0,0,0,湖南省,湖南,277,0,2,0,
79,79,张家界,1,0,0,0,湖南省,湖南,277,0,2,0,
80,80,合肥,39,0,1,0,安徽省,安徽,200,0,2,0,
81,81,阜阳,28,0,0,0,安徽省,安徽,200,0,2,0,
82,82,亳州,20,0,1,0,安徽省,安徽,200,0,2,0,
83,83,安庆,18,0,0,0,安徽省,安徽,200,0,2,0,
84,84,马鞍山,14,0,0,0,安徽省,安徽,200,0,2,0,
85,85,芜湖,14,0,0,0,安徽省,安徽,200,0,2,0,
86,86,铜陵,10,0,0,0,安徽省,安徽,200,0,2,0,
87,87,宿州,10,0,0,0,安徽省,安徽,200,0,2,0,
88,88,六安,8,0,0,0,安徽省,安徽,200,0,2,0,
89,89,蚌埠,8,0,0,0,安徽省,安徽,200,0,2,0,
90,90,黄山,7,0,0,0,安徽省,安徽,200,0,2,0,
91,91,淮南,6,0,0,0,安徽省,安徽,200,0,2,0,
92,92,宿松,6,0,0,0,安徽省,安徽,200,0,2,0,
93,93,滁州,4,0,0,0,安徽省,安徽,200,0,2,0,
94,94,宣城,4,0,0,0,安徽省,安徽,200,0,2,0,
95,95,池州,2,0,0,0,安徽省,安徽,200,0,2,0,
96,96,淮北,2,0,0,0,安徽省,安徽,200,0,2,0,
97,97,万州区,24,0,0,0,重庆市,重庆,182,0,1,0,
98,98,开州区,14,0,0,0,重庆市,重庆,182,0,1,0,
99,99,云阳县,13,0,0,0,重庆市,重庆,182,0,1,0,
100,100,忠县,12,0,0,0,重庆市,重庆,182,0,1,0,
101,101,两江新区,8,0,0,0,重庆市,重庆,182,0,1,0,
102,102,渝北区,8,0,0,0,重庆市,重庆,182,0,1,0,
103,103,江北区,8,0,0,0,重庆市,重庆,182,0,1,0,
104,104,垫江县,8,0,0,0,重庆市,重庆,182,0,1,0,
105,105,长寿区,7,0,0,0,重庆市,重庆,182,0,1,0,
106,106,石柱县,7,0,0,0,重庆市,重庆,182,0,1,0,
107,107,巫溪县,7,0,0,0,重庆市,重庆,182,0,1,0,
108,108,大渡口区,6,0,0,0,重庆市,重庆,182,0,1,0,
109,109,合川区,6,0,0,0,重庆市,重庆,182,0,1,0,
110,110,九龙坡区,5,0,0,0,重庆市,重庆,182,0,1,0,
111,111,巫山县,5,0,1,0,重庆市,重庆,182,0,1,0,
112,112,渝中区,5,0,0,0,重庆市,重庆,182,0,1,0,
113,113,綦江区,4,0,0,0,重庆市,重庆,182,0,1,0,
114,114,璧山区,4,0,0,0,重庆市,重庆,182,0,1,0,
115,115,奉节县,4,0,0,0,重庆市,重庆,182,0,1,0,
116,116,大足区,4,0,0,0,重庆市,重庆,182,0,1,0,
117,117,江津区,3,0,0,0,重庆市,重庆,182,0,1,0,
118,118,永川区,3,0,0,0,重庆市,重庆,182,0,1,0,
119,119,丰都县,3,0,0,0,重庆市,重庆,182,0,1,0,
120,120,铜梁区,2,0,0,0,重庆市,重庆,182,0,1,0,
121,121,潼南区,2,0,0,0,重庆市,重庆,182,0,1,0,
122,122,南岸区,2,0,0,0,重庆市,重庆,182,0,1,0,
123,123,梁平区,2,0,0,0,重庆市,重庆,182,0,1,0,
124,124,涪陵区,1,0,0,0,重庆市,重庆,182,0,1,0,
125,125,巴南区,1,0,0,0,重庆市,重庆,182,0,1,0,
126,126,城口县,1,0,0,0,重庆市,重庆,182,0,1,0,
127,127,秀山县,1,0,0,0,重庆市,重庆,182,0,1,0,
128,128,黔江区,1,0,0,0,重庆市,重庆,182,0,1,0,
129,129,武隆区,1,0,0,0,重庆市,重庆,182,0,1,0,
130,130,南昌,46,0,0,0,江西省,江西,162,0,5,0,
131,131,九江,31,0,0,0,江西省,江西,162,0,5,0,
132,132,赣州,21,0,0,0,江西省,江西,162,0,5,0,
133,133,宜春,14,0,0,0,江西省,江西,162,0,5,0,
134,134,抚州,13,0,0,0,江西省,江西,162,0,5,0,
135,135,新余,11,0,3,0,江西省,江西,162,0,5,0,
136,136,上饶,11,0,0,0,江西省,江西,162,0,5,0,
137,137,萍乡,5,0,1,0,江西省,江西,162,0,5,0,
138,138,吉安,5,0,1,0,江西省,江西,162,0,5,0,
139,139,鹰潭,3,0,0,0,江西省,江西,162,0,5,0,
140,140,景德镇,2,0,0,0,江西省,江西,162,0,5,0,
141,141,青岛,21,0,1,0,山东省,山东,158,0,1,0,
142,142,临沂,16,0,0,0,山东省,山东,158,0,1,0,
143,143,德州,15,0,0,0,山东省,山东,158,0,1,0,
144,144,威海,14,0,0,0,山东省,山东,158,0,1,0,
145,145,济南,14,0,0,0,山东省,山东,158,0,1,0,
146,146,烟台,13,0,0,0,山东省,山东,158,0,1,0,
147,147,日照,9,0,0,0,山东省,山东,158,0,1,0,
148,148,枣庄,9,0,0,0,山东省,山东,158,0,1,0,
149,149,滨州,9,0,0,0,山东省,山东,158,0,1,0,
150,150,济宁,8,0,0,0,山东省,山东,158,0,1,0,
151,151,淄博,8,0,0,0,山东省,山东,158,0,1,0,
152,152,潍坊,7,0,0,0,山东省,山东,158,0,1,0,
153,153,菏泽,7,0,0,0,山东省,山东,158,0,1,0,
154,154,聊城,5,0,0,0,山东省,山东,158,0,1,0,
155,155,泰安,3,0,0,0,山东省,山东,158,0,1,0,
156,156,成都,59,0,1,1,四川省,四川,142,0,1,1,
157,157,绵阳,9,0,0,0,四川省,四川,142,0,1,1,
158,158,广安,9,0,0,0,四川省,四川,142,0,1,1,
159,159,南充,9,0,0,0,四川省,四川,142,0,1,1,
160,160,自贡,7,0,0,0,四川省,四川,142,0,1,1,
161,161,达州,6,0,0,0,四川省,四川,142,0,1,1,
162,162,泸州,5,0,0,0,四川省,四川,142,0,1,1,
163,163,甘孜州,5,0,0,0,四川省,四川,142,0,1,1,
164,164,宜宾,5,0,0,0,四川省,四川,142,0,1,1,
165,165,遂宁,4,0,0,0,四川省,四川,142,0,1,1,
166,166,内江,4,0,0,0,四川省,四川,142,0,1,1,
167,167,巴中,4,0,0,0,四川省,四川,142,0,1,1,
168,168,德阳,3,0,0,0,四川省,四川,142,0,1,1,
169,169,广元,3,0,0,0,四川省,四川,142,0,1,1,
170,170,雅安,2,0,0,0,四川省,四川,142,0,1,1,
171,171,乐山,2,0,0,0,四川省,四川,142,0,1,1,
172,172,眉山,2,0,0,0,四川省,四川,142,0,1,1,
173,173,凉山,2,0,0,0,四川省,四川,142,0,1,1,
174,174,资阳,2,0,0,0,四川省,四川,142,0,1,1,
175,175,苏州,24,0,1,0,江苏省,江苏,129,0,1,0,
176,176,南京,19,0,0,0,江苏省,江苏,129,0,1,0,
177,177,徐州,15,0,0,0,江苏省,江苏,129,0,1,0,
178,178,无锡,10,0,0,0,江苏省,江苏,129,0,1,0,
179,179,常州,10,0,0,0,江苏省,江苏,129,0,1,0,
180,180,南通,9,0,0,0,江苏省,江苏,129,0,1,0,
181,181,泰州,9,0,0,0,江苏省,江苏,129,0,1,0,
182,182,扬州,8,0,0,0,江苏省,江苏,129,0,1,0,
183,183,淮安,7,0,0,0,江苏省,江苏,129,0,1,0,
184,184,连云港,6,0,0,0,江苏省,江苏,129,0,1,0,
185,185,盐城,6,0,0,0,江苏省,江苏,129,0,1,0,
186,186,宿迁,4,0,0,0,江苏省,江苏,129,0,1,0,
187,187,镇江,2,0,0,0,江苏省,江苏,129,0,1,0,
188,188,海淀,24,0,0,0,北京市,北京,114,0,4,1,待明确地区：确诊3 死亡 1
189,189,朝阳,21,0,0,0,北京市,北京,114,0,4,1,待明确地区：确诊3 死亡 1
190,190,西城,12,0,0,0,北京市,北京,114,0,4,1,待明确地区：确诊3 死亡 1
191,191,外地来京人员,11,0,2,0,北京市,北京,114,0,4,1,待明确地区：确诊3 死亡 1
192,192,丰台,10,0,0,0,北京市,北京,114,0,4,1,待明确地区：确诊3 死亡 1
193,193,大兴,10,0,2,0,北京市,北京,114,0,4,1,待明确地区：确诊3 死亡 1
194,194,昌平,8,0,0,0,北京市,北京,114,0,4,1,待明确地区：确诊3 死亡 1
195,195,通州,8,0,0,0,北京市,北京,114,0,4,1,待明确地区：确诊3 死亡 1
196,196,石景山,2,0,0,0,北京市,北京,114,0,4,1,待明确地区：确诊3 死亡 1
197,197,顺义,2,0,0,0,北京市,北京,114,0,4,1,待明确地区：确诊3 死亡 1
198,198,东城,2,0,0,0,北京市,北京,114,0,4,1,待明确地区：确诊3 死亡 1
199,199,门头沟,1,0,0,0,北京市,北京,114,0,4,1,待明确地区：确诊3 死亡 1
200,200,外地来沪人员,51,0,0,1,上海市,上海,112,0,5,1,治愈数据统一归属上海市公卫临床中心，暂无具体分区
201,201,浦东,17,0,0,0,上海市,上海,112,0,5,1,治愈数据统一归属上海市公卫临床中心，暂无具体分区
202,202,静安,8,0,0,0,上海市,上海,112,0,5,1,治愈数据统一归属上海市公卫临床中心，暂无具体分区
203,203,长宁,5,0,0,0,上海市,上海,112,0,5,1,治愈数据统一归属上海市公卫临床中心，暂无具体分区
204,204,徐汇,5,0,0,0,上海市,上海,112,0,5,1,治愈数据统一归属上海市公卫临床中心，暂无具体分区
