,Unnamed: 0,city.cityName,city.confirmedCount,city.suspectedCount,city.curedCount,city.deadCount,provinceName,provinceShortName,confirmedCount,suspectedCount,curedCount,deadCount,comment
0,0,武汉,698,0,42,63,湖北省,湖北,1423,0,44,76,
1,1,黄冈,154,0,2,4,湖北省,湖北,1423,0,44,76,
2,2,孝感,100,0,0,1,湖北省,湖北,1423,0,44,76,
3,3,荆门,90,0,0,3,湖北省,湖北,1423,0,44,76,
4,4,咸宁,64,0,0,0,湖北省,湖北,1423,0,44,76,
5,5,随州,52,0,0,0,湖北省,湖北,1423,0,44,76,
6,6,荆州,47,0,0,2,湖北省,湖北,1423,0,44,76,
7,7,十堰,40,0,0,0,湖北省,湖北,1423,0,44,76,
8,8,黄石,36,0,0,1,湖北省,湖北,1423,0,44,76,
9,9,襄阳,36,0,0,0,湖北省,湖北,1423,0,44,76,
10,10,宜昌,31,0,0,1,湖北省,湖北,1423,0,44,76,
11,11,恩施州,25,0,0,0,湖北省,湖北,1423,0,44,76,
12,12,鄂州,20,0,0,0,湖北省,湖北,1423,0,44,76,
13,13,天门,13,0,0,0,湖北省,湖北,1423,0,44,76,
14,14,仙桃,12,0,0,0,湖北省,湖北,1423,0,44,76,
15,15,潜江,5,0,0,1,湖北省,湖北,1423,0,44,76,
16,16,深圳,31,0,2,0,广东省,广东,111,0,2,0,
17,17,广州,17,0,0,0,广东省,广东,111,0,2,0,
18,18,珠海,12,0,0,0,广东省,广东,111,0,2,0,
19,19,佛山,10,0,0,0,广东省,广东,111,0,2,0,
20,20,惠州,8,0,0,0,广东省,广东,111,0,2,0,
21,21,阳江,8,0,0,0,广东省,广东,111,0,2,0,
22,22,湛江,4,0,0,0,广东省,广东,111,0,2,0,
23,23,肇庆,4,0,0,0,广东省,广东,111,0,2,0,
24,24,韶关,4,0,0,0,广东省,广东,111,0,2,0,
25,25,清远,3,0,0,0,广东省,广东,111,0,2,0,
26,26,揭阳,3,0,0,0,广东省,广东,111,0,2,0,
27,27,中山,2,0,0,0,广东省,广东,111,0,2,0,
28,28,东莞,2,0,0,0,广东省,广东,111,0,2,0,
29,29,汕头,2,0,0,0,广东省,广东,111,0,2,0,
30,30,梅州,1,0,0,0,广东省,广东,111,0,2,0,
31,31,杭州,27,0,0,0,浙江省,浙江,104,0,1,0,
32,32,台州,21,0,0,0,浙江省,浙江,104,0,1,0,
33,33,温州,18,0,1,0,浙江省,浙江,104,0,1,0,
34,34,宁波,13,0,0,0,浙江省,浙江,104,0,1,0,
35,35,嘉兴,8,0,0,0,浙江省,浙江,104,0,1,0,
36,36,绍兴,5,0,0,0,浙江省,浙江,104,0,1,0,
37,37,金华,3,0,0,0,浙江省,浙江,104,0,1,0,
38,38,衢州,3,0,0,0,浙江省,浙江,104,0,1,0,
39,39,丽水,3,0,0,0,浙江省,浙江,104,0,1,0,
40,40,舟山,2,0,0,0,浙江省,浙江,104,0,1,0,
41,41,湖州,1,0,0,0,浙江省,浙江,104,0,1,0,
42,42,信阳,22,0,0,0,河南省,河南,83,0,0,1,
43,43,郑州,20,0,0,0,河南省,河南,83,0,0,1,
44,44,南阳,15,0,0,1,河南省,河南,83,0,0,1,
45,45,驻马店,7,0,0,0,河南省,河南,83,0,0,1,
46,46,周口,5,0,0,0,河南省,河南,83,0,0,1,
47,47,新乡,3,0,0,0,河南省,河南,83,0,0,1,
48,48,安阳市,3,0,0,0,河南省,河南,83,0,0,1,
49,49,漯河市,3,0,0,0,河南省,河南,83,0,0,1,
50,50,三门峡,2,0,0,0,河南省,河南,83,0,0,1,
51,51,平顶山,2,0,0,0,河南省,河南,83,0,0,1,
52,52,洛阳,1,0,0,0,河南省,河南,83,0,0,1,
53,53,万州区,13,0,0,0,重庆市,重庆,75,0,0,0,
54,54,长寿区,5,0,0,0,重庆市,重庆,75,0,0,0,
55,55,忠县,5,0,0,0,重庆市,重庆,75,0,0,0,
56,56,大渡口区,4,0,0,0,重庆市,重庆,75,0,0,0,
57,57,渝北区,4,0,0,0,重庆市,重庆,75,0,0,0,
58,58,开州区,4,0,0,0,重庆市,重庆,75,0,0,0,
59,59,云阳县,4,0,0,0,重庆市,重庆,75,0,0,0,
60,60,九龙坡区,3,0,0,0,重庆市,重庆,75,0,0,0,
61,61,永川区,3,0,0,0,重庆市,重庆,75,0,0,0,
62,62,奉节县,3,0,0,0,重庆市,重庆,75,0,0,0,
63,63,巫山县,3,0,0,0,重庆市,重庆,75,0,0,0,
64,64,巫溪县,3,0,0,0,重庆市,重庆,75,0,0,0,
65,65,两江新区,3,0,0,0,重庆市,重庆,75,0,0,0,
66,66,石柱县,3,0,0,0,重庆市,重庆,75,0,0,0,
67,67,江北区,2,0,0,0,重庆市,重庆,75,0,0,0,
68,68,垫江县,2,0,0,0,重庆市,重庆,75,0,0,0,
69,69,合川区,2,0,0,0,重庆市,重庆,75,0,0,0,
70,70,璧山区,2,0,0,0,重庆市,重庆,75,0,0,0,
71,71,铜梁区,1,0,0,0,重庆市,重庆,75,0,0,0,
72,72,大足区,1,0,0,0,重庆市,重庆,75,0,0,0,
73,73,涪陵区,1,0,0,0,重庆市,重庆,75,0,0,0,
