,Unnamed: 0,city.cityName,city.confirmedCount,city.suspectedCount,city.curedCount,city.deadCount,provinceName,provinceShortName,confirmedCount,suspectedCount,curedCount,deadCount,comment
0,0,武汉,618,0,40,45,湖北省,湖北,1053,0,42,52,
1,1,黄冈,122,0,2,2,湖北省,湖北,1053,0,42,52,
2,2,孝感,55,0,0,0,湖北省,湖北,1053,0,42,52,
3,3,咸宁,43,0,0,0,湖北省,湖北,1053,0,42,52,
4,4,荆门,38,0,0,1,湖北省,湖北,1053,0,42,52,
5,5,随州,36,0,0,0,湖北省,湖北,1053,0,42,52,
6,6,荆州,33,0,0,2,湖北省,湖北,1053,0,42,52,
7,7,黄石,31,0,0,1,湖北省,湖北,1053,0,42,52,
8,8,宜昌,20,0,0,1,湖北省,湖北,1053,0,42,52,
9,9,十堰,20,0,0,0,湖北省,湖北,1053,0,42,52,
10,10,恩施州,17,0,0,0,湖北省,湖北,1053,0,42,52,
11,11,仙桃,11,0,0,0,湖北省,湖北,1053,0,42,52,
12,12,天门,5,0,0,0,湖北省,湖北,1053,0,42,52,
13,13,襄阳,3,0,0,0,湖北省,湖北,1053,0,42,52,
14,14,鄂州,1,0,0,0,湖北省,湖北,1053,0,42,52,
15,15,信阳,21,0,0,0,河南省,河南,83,0,0,1,
16,16,郑州,18,0,0,0,河南省,河南,83,0,0,1,
17,17,南阳,15,0,0,1,河南省,河南,83,0,0,1,
18,18,驻马店,7,0,0,0,河南省,河南,83,0,0,1,
19,19,周口,5,0,0,0,河南省,河南,83,0,0,1,
20,20,新乡,3,0,0,0,河南省,河南,83,0,0,1,
21,21,安阳市,3,0,0,0,河南省,河南,83,0,0,1,
22,22,漯河市,3,0,0,0,河南省,河南,83,0,0,1,
23,23,三门峡,2,0,0,0,河南省,河南,83,0,0,1,
24,24,巩义,2,0,0,0,河南省,河南,83,0,0,1,
25,25,平顶山,2,0,0,0,河南省,河南,83,0,0,1,
26,26,洛阳,1,0,0,0,河南省,河南,83,0,0,1,
27,27,固始县,1,0,0,0,河南省,河南,83,0,0,1,
28,28,深圳,20,0,2,0,广东省,广东,78,0,2,0,
29,29,广州,14,0,0,0,广东省,广东,78,0,2,0,
30,30,珠海,10,0,0,0,广东省,广东,78,0,2,0,
31,31,佛山,9,0,0,0,广东省,广东,78,0,2,0,
32,32,惠州,7,0,0,0,广东省,广东,78,0,2,0,
33,33,阳江,5,0,0,0,广东省,广东,78,0,2,0,
34,34,韶关,3,0,0,0,广东省,广东,78,0,2,0,
35,35,湛江,2,0,0,0,广东省,广东,78,0,2,0,
36,36,中山,2,0,0,0,广东省,广东,78,0,2,0,
37,37,肇庆,2,0,0,0,广东省,广东,78,0,2,0,
38,38,清远,2,0,0,0,广东省,广东,78,0,2,0,
39,39,东莞,1,0,0,0,广东省,广东,78,0,2,0,
40,40,汕头,1,0,0,0,广东省,广东,78,0,2,0,
41,41,台州,20,0,1,0,浙江省,浙江,62,0,1,0,
